id,title,episodes,year,original_channel,im_db,start_year,end_year,new_title
927,Lost Ollie,4,2022,Netflix,7.7,2022,NA,Lost Ollie
928,Lost in Oz,26,2015-2018,Amazon Prime Video,7.5,2015,2018,Lost in Oz
929,The Loud House,245,2016-present,Nickelodeon,7,2016,NA,The Loud House
930,"Love, Death & Robots",36,2019-present,Netflix,8.4,2019,NA,"Love, Death & Robots"
931,Lucas Bros. Moving Co.,17,2013-2015,FoxFXX,7.1,2013,2015,Lucas Bros. Moving Co.
932,Lucky Luke,21,1981-1982,Syndication,7.2,1981,1982,Lucky Luke
933,"Lucy, the Daughter of the Devil",11,2007,Adult Swim,7.6,2007,NA,"Lucy, the Daughter of the Devil"
935,Luna Petunia,33,2016-2018,Netflix,6.5,2016,2018,Luna Petunia
936,Lu & the Bally Bunch,30,2023-present,Cartoonito,8.7,2023,NA,Lu & the Bally Bunch
938,Lyla in the Loop,13,2024-present,PBS Kids,8.3,2024,NA,Lyla in the Loop
939,M.O.D.O.K.,10,2021,Hulu,6.4,2021,NA,M.O.D.O.K.
940,Mad,103,2010-2013,Cartoon Network,7.2,2010,2013,Mad
941,Mad Jack the Pirate,20,1998-1999,Fox Kids,8.6,1998,1999,Mad Jack the Pirate
942,Madagascar: A Little Wild,50,2020-2022,Hulu,6.1,2020,2022,Madagascar: A Little Wild
943,Magical Girl Friendship Squad,6,2020,Syfy,3.4,2020,NA,Magical Girl Friendship Squad
944,Magical Girl Friendship Squad: Origins,6,2020,Syfy,2,2020,NA,Magical Girl Friendship Squad: Origins
945,The Magilla Gorilla Show,31,1964-1967,Syndication,6.2,1964,1967,The Magilla Gorilla Show
946,Major Lazer,11,2014-2015,FXX,7.6,2014,2015,Major Lazer
947,Making Fiends,6,2008,Nicktoons,8,2008,NA,Making Fiends
948,Mao Mao: Heroes of Pure Heart,40,2019-2020,Cartoon Network,7.5,2019,2020,Mao Mao: Heroes of Pure Heart
949,Marsupilami,13,1993,CBS,6.1,1993,NA,Marsupilami
950,Marvel Superheroes: What the--?!,108,2009,YouTube,6.8,2009,NA,Marvel Superheroes: What the--?!
951,The Marvel Super Heroes,65,1965-1966,Syndication,7.4,1965,1966,The Marvel Super Heroes
952,The Marvelous Misadventures of Flapjack,46,2008-2010,Cartoon Network,7.8,2008,2010,The Marvelous Misadventures of Flapjack
953,Mary Shelley's Frankenhole,20,2010-2012,Adult Swim,7.1,2010,2012,Mary Shelley's Frankenhole
954,Mary-Kate and Ashley in Action!,26,2001-2002,ABC,3.9,2001,2002,Mary-Kate and Ashley in Action!
955,Maryoku Yummy,26,2010,The Hub,8.2,2010,NA,Maryoku Yummy
956,The Mask: Animated Series,54,1995-1997,CBS,6.9,1995,1997,The Mask: Animated Series
957,Masters of the Universe: Revelation,10,2021,Netflix,5.6,2021,NA,Masters of the Universe: Revelation
958,Matty's Funday Funnies,26,1959-1961,ABC,7.4,1959,1961,Matty's Funday Funnies
959,Maxie's World,32,1987,Syndication,6.7,1987,NA,Maxie's World
960,The Maxx,13,1995,MTV,8.3,1995,NA,The Maxx
961,Maya & Miguel,65,2004-2007,PBS Kids Go!,5.9,2004,2007,Maya & Miguel
962,McGee and Me!,12,1989-1995,Syndication,7,1989,1995,McGee and Me!
963,Me & Mickey,67,2023-present,Disney Junior,5.5,2023,NA,Me & Mickey
964,Meatballs & Spaghetti,25,1982-1983,CBS,6.9,1982,1983,Meatballs & Spaghetti
965,Mech Cadets,10,2023-present,Netflix,6.7,2023,NA,Mech Cadets
966,Megas XLR,26,2004-2005,Cartoon Network,8.2,2004,2005,Megas XLR
967,Megamind Rules!,8,2024,Peacock,2.2,2024,NA,Megamind Rules!
968,Mel-O-Toons,104,1959-1960,Syndication,8.3,1959,1960,Mel-O-Toons
969,Men in Black: The Series,53,1997-2001,Kids' WB,6.8,1997,2001,Men in Black: The Series
970,The Merrie Melodies Show,24,1972,Syndication,8.3,1972,NA,The Merrie Melodies Show
971,Merrie Melodies Starring Bugs Bunny & Friends,65,1990-1994,SyndicationFox Kids,8.3,1990,1994,Merrie Melodies Starring Bugs Bunny & Friends
972,Metalocalypse,61,2006-2013,Adult Swim,8.3,2006,2013,Metalocalypse
973,The Metric Marvels,7,1978-1979,NBC,8.3,1978,1979,The Metric Marvels
974,Mickey Mouse,96,2013-2019,Disney Channel,8.1,2013,2019,Mickey Mouse
975,Mickey Mouse Clubhouse,125,2006-2016,Playhouse Disney (2006-11)Disney Junior (2011-16),5.8,2006,2016,Mickey Mouse Clubhouse
976,Mickey Mouse Funhouse,52,2021-present,Disney Junior,5.5,2021,NA,Mickey Mouse Funhouse
977,Mickey Mouse Mixed-Up Adventures,174,2017-2021,Disney Junior,6,2017,2021,Mickey Mouse Mixed-Up Adventures
978,Mickey Mouse Works,96,1999-2000,ABC,7.1,1999,2000,Mickey Mouse Works
979,Mickey's Mouse Tracks,77,1992-1995,The Disney Channel,8.1,1992,1995,Mickey's Mouse Tracks
980,Middle School Moguls,4,2019,Nickelodeon,8.1,2019,NA,Middle School Moguls
981,Middlemost Post,33,2021-2022,Nickelodeon,6.3,2021,2022,Middlemost Post
982,The Midnight Gospel,8,2020,Netflix,8.2,2020,NA,The Midnight Gospel
983,Mighty Ducks: The Animated Series,26,1996-1997,ABC,6.4,1996,1997,Mighty Ducks: The Animated Series
984,The Mighty Heroes,21,1966-1967,CBS,7.2,1966,1967,The Mighty Heroes
985,Mighty Magiswords,92,2016-2019,Cartoon Network,4.6,2016,2019,Mighty Magiswords
986,Mighty Man and Yukk,32,1980-1981,ABC,5.4,1980,1981,Mighty Man and Yukk
988,Mighty Mouse: The New Adventures,19,1987-1988,CBS,7,1987,1988,Mighty Mouse: The New Adventures
989,The Mighty Ones,40,2020-2022,Hulu,6.7,2020,2022,The Mighty Ones
990,Mike Judge Presents: Tales from the Tour Bus,16,2017-2018,Cinemax,8.6,2017,2018,Mike Judge Presents: Tales from the Tour Bus
991,Mike Tyson Mysteries,70,2014-2020,Adult Swim,8.2,2014,2020,Mike Tyson Mysteries
992,Miles from Tomorrowland,75,2015-2018,Disney Junior,6.5,2015,2018,Miles from Tomorrowland
993,Milo Murphy's Law,40,2016-2019,Disney XD (season 1)Disney Channel (season 2),7.6,2016,2019,Milo Murphy's Law
994,Milton the Monster,26,1965-1968,ABC,7.1,1965,1968,Milton the Monster
995,Mina and the Count,6,1995-1999,Nickelodeon,8,1995,1999,Mina and the Count
996,Minnie's Bow-Toons,89,"2011-2016, 2021-present",Disney Junior,5.6,2011,2016,Minnie's Bow-Toons
997,Minoriteam,19,2006,Adult Swim,4.4,2006,NA,Minoriteam
998,"Mira, Royal Detective",54,2020-2022,Disney Junior,7.4,2020,2022,"Mira, Royal Detective"
999,The Misfortune of Being Ned,20,2013-2014,YouTube,8.7,2013,2014,The Misfortune of Being Ned
1000,Mission Hill,13,1999-2001,The WBAdult Swim,7.8,1999,2001,Mission Hill
1001,Mister Magoo,130,1960-1962,Syndication,6.4,1960,1962,Mister Magoo
1002,Mister T,30,1983-1985,NBC,5.8,1983,1985,Mister T
1003,Misterjaw,34,1976-1977,NBC,7.1,1976,1977,Misterjaw
1004,Mixels,26,2014-2016,Cartoon Network,3.7,2014,2016,Mixels
1005,Moby Dick and Mighty Mightor,18,1967-1968,CBS,6.4,1967,1968,Moby Dick and Mighty Mightor
1006,Momma Named Me Sheriff,19,2019-2021,Adult Swim,6.1,2019,2021,Momma Named Me Sheriff
1007,Monchhichis,13,1983,ABC,6.5,1983,NA,Monchhichis
1009,Mongo Wrestling Alliance,10,2011,Adult Swim,3.8,2011,NA,Mongo Wrestling Alliance
1010,Monsters at Work,10,2021-present,Disney+,7,2021,NA,Monsters at Work
1011,Monsters vs. Aliens,26,2013-2014,Nickelodeon,6.4,2013,2014,Monsters vs. Aliens
1012,Monster Farm,13,1998-1999,Fox Family,6.2,1998,1999,Monster Farm
1013,Monster High,14,2022-present,Nickelodeon,5.1,2022,NA,Monster High
1014,Monster High (web series),175,2010-2018,YouTube,7.6,2010,2018,Monster High (web series)
1015,MoonDreamers,16,1986-1987,Syndication,7.8,1986,1987,MoonDreamers
1016,Moon Girl and Devil Dinosaur,16,2023-present,Disney Channel,7.7,2023,NA,Moon Girl and Devil Dinosaur
1017,Moral Orel,40,2005-2008,Adult Swim,8.1,2005,2008,Moral Orel
1018,Mork & Mindy/Laverne & Shirley/Fonz Hour,27,1982-1983,ABC,6.2,1982,1983,Mork & Mindy/Laverne & Shirley/Fonz Hour
1019,Mortal Kombat: Defenders of the Realm,13,1996,USA Network,5.8,1996,NA,Mortal Kombat: Defenders of the Realm
1020,The Most Popular Girls in School,82,2012-2017,YouTube,8.8,2012,2017,The Most Popular Girls in School
1021,Mother Goose and Grimm,26,1991-1992,CBS,8.2,1991,1992,Mother Goose and Grimm
1022,Motorcity,20,2012-2013,Disney XD,7.2,2012,2013,Motorcity
1023,The Mouse and the Monster,13,1996-1997,UPN,6.5,1996,1997,The Mouse and the Monster
1024,The Mouse Factory,43,1972-1973,Syndication,8.4,1972,1973,The Mouse Factory
1025,The Moxy Show,24,1993-1995,Cartoon Network,7,1993,1995,The Moxy Show
1026,Mr. Bogus,43,1991-1993,Syndication,7.4,1991,1993,Mr. Bogus
1027,The Mr. Peabody & Sherman Show,52,2015-2017,Netflix,8.2,2015,2017,The Mr. Peabody & Sherman Show
1028,Mr. Pickles,32,2014-2019,Adult Swim,7.3,2014,2019,Mr. Pickles
1029,¡Mucha Lucha!,52,2002-2005,Kids' WB,5.8,2002,2005,ï¿½Mucha Lucha!
1030,Mulligan,10,2023-present,Netflix,4.9,2023,NA,Mulligan
1031,The Mumbly Cartoon Show,16,1976-1977,ABC,6.9,1976,1977,The Mumbly Cartoon Show
1032,The Mummy,26,2001-2003,Kids' WB,6.2,2001,2003,The Mummy
1033,Muppet Babies (1984),107,1984-1991,CBS,7.5,1984,1991,Muppet Babies
1034,Muppet Babies (2018),71,2018-2022,Disney Junior,6.6,2018,2022,Muppet Babies
1035,Mutant League,40,1994-1996,Syndication,7.5,1994,1996,Mutant League
1036,My Adventures with Superman,6,2023-present,Adult Swim,7.7,2023,NA,My Adventures with Superman
1037,My Dad the Bounty Hunter,10,2023-present,Netflix,7.2,2023,NA,My Dad the Bounty Hunter
1038,My Friends Tigger & Pooh,63,2007-2010,Playhouse Disney,5.4,2007,2010,My Friends Tigger & Pooh
1039,My Gym Partner's a Monkey,100,2005-2008,Cartoon Network,5.8,2005,2008,My Gym Partner's a Monkey
1040,My Little Pony,65,1986-1987,Syndication,7.7,1986,1987,My Little Pony
1041,My Little Pony Tales,26,1992,The Disney Channel,6.4,1992,NA,My Little Pony Tales
1042,M.A.S.K.,75,1985-1986,Syndication,7.3,1985,1986,M.A.S.K.
1043,Mack & Moxy,12,2016,PBS Kids,7.7,2016,NA,Mack & Moxy
1044,Madeline,59,1993-2001,Fox FamilyABCDisney Channel,6.7,1993,2001,Madeline
1045,The Magic School Bus,52,1994-1997,PTV,7.8,1994,1997,The Magic School Bus
1046,The Magic School Bus Rides Again,30,2017-2021,Netflix,6.4,2017,2021,The Magic School Bus Rides Again
1047,Make Way for Noddy,100,2002-2006,PBS Kids,5.7,2002,2006,Make Way for Noddy
1048,Mama Mirabelle's Home Movies,26,2007-2008,PBS Kids,7.1,2007,2008,Mama Mirabelle's Home Movies
1049,The Many Adventures of Mr. Millman,20,2006,PBS Kids Sprout,6.2,2006,NA,The Many Adventures of Mr. Millman
1050,Martha Speaks,96,2008-2014,PBS Kids,6.6,2008,2014,Martha Speaks
1051,Marvel Super Hero Adventures,40,2017-2020,Disney Junior,5.7,2017,2020,Marvel Super Hero Adventures
1052,Max Steel (2000),35,2000-2002,Kids' WB,6.1,2000,2002,Max Steel
1053,Max Steel (2013),52,2013-2014,Disney XD,6.6,2013,2014,Max Steel
1054,Maya and the Three,9,2021,Netflix,8.1,2021,NA,Maya and the Three
1055,Mecha Builders,26,2022-present,Cartoonito,7.8,2022,NA,Mecha Builders
1056,Mega Babies,26,1999-2000,Fox Family,2.6,1999,2000,Mega Babies
1057,Mega Man,27,1994-1996,Syndication,6.6,1994,1996,Mega Man
1058,Mega Man: Fully Charged,52,2018-2019,Cartoon Network,4.1,2018,2019,Mega Man: Fully Charged
1059,Midnight Patrol: Adventures in the Dream Zone,13,1990,Syndication,8,1990,NA,Midnight Patrol: Adventures in the Dream Zone
1060,The Mighty B!,40,2008-2011,Nickelodeon,5.3,2008,2011,The Mighty B!
1061,The Mighty Hercules,128,1963-1966,Syndication,6.6,1963,1966,The Mighty Hercules
1062,Mighty Orbots,13,1984,ABC,7.5,1984,NA,Mighty Orbots
1063,"Mike, Lu & Og",26,1999-2000,Cartoon Network,6.2,1999,2000,"Mike, Lu & Og"
1064,Molly of Denali,64,2019-present,PBS Kids,8.8,2019,NA,Molly of Denali
1065,Monster Force,13,1994,Syndication,7.3,1994,NA,Monster Force
1066,Monsuno,65,2012-2014,Nicktoons,4.9,2012,2014,Monsuno
1067,Moonbeam City,10,2015,Comedy Central,6.9,2015,NA,Moonbeam City
1068,Mother Up!,13,2013-2014,Hulu,5.4,2013,2014,Mother Up!
1069,Motown Magic,51,2018-2019,Netflix,8.1,2018,2019,Motown Magic
1070,The Mr. Men Show (1997),39,1997-1999,Syndication,7.6,1997,1999,The Mr. Men Show
1071,The Mr. Men Show (2008),52,2008-2009,Cartoon Network,7.1,2008,2009,The Mr. Men Show
1072,Mummies Alive!,42,1997,Syndication,7,1997,NA,Mummies Alive!
1073,My Life as a Teenage Robot,40,2003-2009,Nickelodeon,7,2003,2009,My Life as a Teenage Robot
1074,My Little Pony: Equestria Girls,70,2017-2020,YouTube,5.2,2017,2020,My Little Pony: Equestria Girls
1075,My Little Pony: Equestria Girls - Summertime Shorts,16,2017,Discovery Family,7.9,2017,NA,My Little Pony: Equestria Girls - Summertime Shorts
1076,My Little Pony: Friendship Is Magic,222,2010-2019,The Hub Network / Discovery Family,7.7,2010,2019,My Little Pony: Friendship Is Magic
1077,My Little Pony: Make Your Mark,17,2022-present,Netflix,5.8,2022,NA,My Little Pony: Make Your Mark
1078,My Little Pony: Pony Life,40,2020-2021,Discovery Family,5.1,2020,2021,My Little Pony: Pony Life
1079,My Pet Monster,13,1987,ABC,6.8,1987,NA,My Pet Monster
1080,Mysticons,40,2017-2018,NickelodeonNicktoons,5.3,2017,2018,Mysticons
1081,Nacho Bear,7,2008,Cartoon Network,7.4,2008,NA,Nacho Bear
1082,Napoleon Dynamite,6,2012,Fox,7,2012,NA,Napoleon Dynamite
1083,NASCAR Racers,26,1999-2001,Fox Kids,6.2,1999,2001,NASCAR Racers
1084,Nature Cat,93,2015-2024,PBS Kids,7.3,2015,2024,Nature Cat
1085,Neighbors from Hell,10,2010,TBS,5.8,2010,NA,Neighbors from Hell
1086,Nella the Princess Knight,68,2017-2021,Nickelodeon,5,2017,2021,Nella the Princess Knight
1087,Neo Yokio,20,2017-2019,Netflix,6,2017,2019,Neo Yokio
1088,The New 3 Stooges,156,1965-1966,Syndication,7,1965,1966,The New 3 Stooges
1089,The New Adventures of Batman,16,1977,CBS,8.4,1977,NA,The New Adventures of Batman
1090,The New Adventures of Beany and Cecil,13,1988,ABC,6.6,1988,NA,The New Adventures of Beany and Cecil
1091,The New Adventures of Flash Gordon,32,1979-1982,NBC,6.9,1979,1982,The New Adventures of Flash Gordon
1092,The New Adventures of Gilligan,24,1974-1975,ABC,6.5,1974,1975,The New Adventures of Gilligan
1093,The New Adventures of He-Man,65,1990,Syndication,5.3,1990,NA,The New Adventures of He-Man
1094,The New Adventures of Huckleberry Finn,20,1968-1969,NBC,7.3,1968,1969,The New Adventures of Huckleberry Finn
1095,The New Adventures of Jonny Quest,13,1986-1987,Syndication,7.2,1986,1987,The New Adventures of Jonny Quest
1096,The New Adventures of the Lone Ranger,28,1980-1982,CBS,7.3,1980,1982,The New Adventures of the Lone Ranger
1097,The New Adventures of Mighty Mouse and Heckle & Jeckle,96,1979-1980,CBS,6.6,1979,1980,The New Adventures of Mighty Mouse and Heckle & Jeckle
1098,The New Adventures of Pinocchio,130,1961,Syndication,5,1961,NA,The New Adventures of Pinocchio
1099,The New Adventures of Speed Racer,13,1993,Syndication,6.2,1993,NA,The New Adventures of Speed Racer
1100,The New Adventures of Superman,68,1966-1970,CBS,7.1,1966,1970,The New Adventures of Superman
1101,The New Adventures of Winnie the Pooh,50,1988-1991,The Disney Channel,7.5,1988,1991,The New Adventures of Winnie the Pooh
1102,The New Adventures of Zorro (1981),13,1981,CBS,7,1981,NA,The New Adventures of Zorro
1103,The New Adventures of Zorro (1997),26,1997-1998,Syndication,6.5,1997,1998,The New Adventures of Zorro
1104,The New Archie and Sabrina Hour,13,1977,NBC,7.3,1977,NA,The New Archie and Sabrina Hour
1105,The New Archies,13,1987,NBC,6.1,1987,NA,The New Archies
1106,The New Batman Adventures,24,1997-1998,Kids' WB,8.4,1997,1998,The New Batman Adventures
1108,The New Casper Cartoon Show,26,1963-1964,ABC,6.7,1963,1964,The New Casper Cartoon Show
1109,The New Fantastic Four,13,1978,NBC,5.9,1978,NA,The New Fantastic Four
1110,The New Fred and Barney Show,17,1979,NBC,7.1,1979,NA,The New Fred and Barney Show
1111,New Kids on the Block,15,1990,ABC,4.4,1990,NA,New Kids on the Block
1112,New Looney Tunes,156,2015-2020,Cartoon NetworkBoomerang,5.8,2015,2020,New Looney Tunes
1113,The New Scooby-Doo Movies,24,1972-1973,CBS,7.6,1972,1973,The New Scooby-Doo Movies
1114,The New Scooby Doo Mysteries,26,1983-1984,ABC,7.2,1983,1984,The New Scooby Doo Mysteries
1115,The New Shmoo,16,1979-1980,NBC,6.9,1979,1980,The New Shmoo
1116,The New Woody Woodpecker Show,157,1999-2003,Fox Kids,6.5,1999,2003,The New Woody Woodpecker Show
1117,The New Yogi Bear Show,45,1988,Syndication,6.5,1988,NA,The New Yogi Bear Show
1118,NFL Rush Zone,60,2010-2014,Nicktoons,6.3,2010,2014,NFL Rush Zone
1119,"Ni Hao, Kai-Lan",42,2008-2011,Nickelodeon,5.3,2008,2011,"Ni Hao, Kai-Lan"
1120,Nicktoons Film Festival,114,2004-2009,Nicktoons Network,8.9,2004,2009,Nicktoons Film Festival
1121,Nightmare Ned,25,1997,ABC,7.1,1997,NA,Nightmare Ned
1122,Niko and the Sword of Light,40,2017-2019,Amazon Prime Video,7.6,2017,2019,Niko and the Sword of Light
1123,Nina Needs to Go!,20,2014-2015,Disney Junior,3.7,2014,2015,Nina Needs to Go!
1124,Nina's Little Fables,24,2010-2013,PBS Kids Sprout,7.8,2010,2013,Nina's Little Fables
1125,Nina's World,52,2015-2018,Sprout / Universal Kids,6.5,2015,2018,Nina's World
1126,Noddy,65,1998-1999,PBS Kids,5.6,1998,1999,Noddy
1127,"Noddy, Toyland Detective",104,2016-2020,Sprout / Universal Kids,5.9,2016,2020,"Noddy, Toyland Detective"
1128,Nomad of Nowhere,12,2018,Rooster Teeth,7.4,2018,NA,Nomad of Nowhere
1129,Norman Picklestripes,23,2019-2021,Universal Kids,7.4,2019,2021,Norman Picklestripes
1130,The Notekins,36,2008,BabyFirstTV,4.2,2008,NA,The Notekins
1131,Not Quite Narwhal,27,2023-present,Netflix,7.2,2023,NA,Not Quite Narwhal
1132,The Nutshack,16,2007-2009,Myx,2.2,2007,2009,The Nutshack
1133,The Nutty Squirrels Present,145,1960,Syndication,5.8,1960,NA,The Nutty Squirrels Present
1134,O'Grady,19,2004-2006,The N,8.4,2004,2006,O'Grady
1135,The Oblongs,13,2001-2002,The WB,7.1,2001,2002,The Oblongs
1136,Oddballs,20,2022-2023,Netflix,6.3,2022,2023,Oddballs
1137,The Oddball Couple,16,1975,ABC,7,1975,NA,The Oddball Couple
1138,Off to See the Wizard,26,1967-1968,ABC,7,1967,1968,Off to See the Wizard
1139,Off the Air,46,2011-present,Adult Swim,8.5,2011,NA,Off the Air
1140,Office Ladies: The Animated Series,10,2021,Comedy Central,9.1,2021,NA,Office Ladies: The Animated Series
1141,The Off-Beats,14,1996-1998,Nickelodeon,7.6,1996,1998,The Off-Beats
1142,Oh Yeah! Cartoons,102,1998-2001,Nickelodeon,7.4,1998,2001,Oh Yeah! Cartoons
1143,Ookii's World,15,2014,BabyFirstTV,4.2,2014,NA,Ookii's World
1144,Olivia,40,2009-2015,Nick Jr.,5.8,2009,2015,Olivia
1145,OK K.O.! Let's Be Heroes,112,2017-2019,Cartoon Network,6.8,2017,2019,OK K.O.! Let's Be Heroes
1146,Olaf Presents,5,2021,Disney+,7.3,2021,NA,Olaf Presents
1147,The Ollie & Moon Show,52,2017-present,Universal Kids,8.6,2017,NA,The Ollie & Moon Show
1148,Ollie & Scoops,10,2019-present,YouTube,7.1,2019,NA,Ollie & Scoops
1149,Oni: Thunder God's Tale,9,2022,Netflix,8.1,2022,NA,Oni: Thunder God's Tale
1150,Open Season: Call of Nature,52,2023-present,Disney Channel,9,2023,NA,Open Season: Call of Nature
1151,The Osmonds,17,1972,ABC,6.1,1972,NA,The Osmonds
1152,Oswald,52,2001-2003,Nickelodeon,7.6,2001,2003,Oswald
1153,Our Cartoon President,46,2018-2020,Showtime,5.5,2018,2020,Our Cartoon President
1154,Out of Jimmy's Head,20,2007-2008,Cartoon Network,2.3,2007,2008,Out of Jimmy's Head
1155,Out There,10,2013,IFC,6.5,2013,NA,Out There
1156,Outer Space Astronauts,5,2009,Syfy,4.7,2009,NA,Outer Space Astronauts
1157,Over the Garden Wall,10,2014,Cartoon Network,8.8,2014,NA,Over the Garden Wall
1158,The Owl House,43,2020-2023,Disney Channel,8.5,2020,2023,The Owl House
1159,Ozzy & Drix,26,2002-2004,Kids' WB,6.9,2002,2004,Ozzy & Drix
1160,The Oz Kids,9,1996-1997,Direct-to-video,7.8,1996,1997,The Oz Kids
1161,Pac-Man,42,1982-1983,ABC,6,1982,1983,Pac-Man
1163,Pandamonium,13,1982,CBS,6.3,1982,NA,Pandamonium
1164,Pantheon,8,2022,AMC+,8.3,2022,NA,Pantheon
1165,Paradise PD,40,2018-2022,Netflix,6.8,2018,2022,Paradise PD
1166,Paranormal Action Squad,8,2016,YouTube Premium,5.7,2016,NA,Paranormal Action Squad
1167,Partridge Family 2200 A.D.,16,1974,CBS,5.5,1974,NA,Partridge Family 2200 A.D.
1168,Party Legends,14,2016-2017,Viceland,7.1,2016,2017,Party Legends
1169,The Patrick Star Show,45,2021-present,Nickelodeon,3.5,2021,NA,The Patrick Star Show
1170,Paw Paws,21,1985-1986,Syndication,6.8,1985,1986,Paw Paws
1171,PB&J Otter,65,1998-2000,Playhouse Disney,6.9,1998,2000,PB&J Otter
1172,The Pebbles and Bamm-Bamm Show,16,1971-1972,CBS,5.6,1971,1972,The Pebbles and Bamm-Bamm Show
1173,Penn Zero: Part-Time Hero,35,2014-2017,Disney XD,7,2014,2017,Penn Zero: Part-Time Hero
1174,Pepper Ann,113,1997-2000,ABC,7.1,1997,2000,Pepper Ann
1175,Perfect Hair Forever,9,"2004-2007, 2014",Adult Swim,6.7,2004,2007,Perfect Hair Forever
1176,The Perils of Penelope Pitstop,17,1969-1970,CBS,6.4,1969,1970,The Perils of Penelope Pitstop
1177,El Perro y El Gato,6,2004-2012,HBO Family,8.6,2004,2012,El Perro y El Gato
1178,Pet Alien,52,2005,"Cartoon Network (Season 1)
kabillion (season 2)",4.8,2005,NA,Pet Alien
1179,Pete the Cat,39,2018-2022,Amazon Prime Video,7.8,2018,2022,Pete the Cat
1180,The Peter Potamus Show,27,1964-1966,ABC,6.1,1964,1966,The Peter Potamus Show
1181,Phantom Investigators,13,2002,Kids' WB,7.7,2002,NA,Phantom Investigators
1182,Phineas and Ferb,222,2007-present,The Disney Channel,8.1,2007,NA,Phineas and Ferb
1183,Phred on Your Head Show,31,1999-2001,Noggin,8.2,1999,2001,Phred on Your Head Show
1184,Pickle and Peanut,42,2015-2018,Disney XD,4.4,2015,2018,Pickle and Peanut
1185,The Pink Panther,121,1993-1995,Syndication,7.6,1993,1995,The Pink Panther
1186,Pink Panther and Pals,78,2010,Cartoon Network,6.7,2010,NA,Pink Panther and Pals
1187,Pink Panther and Sons,52,1984-1986,NBC,5.5,1984,1986,Pink Panther and Sons
1188,The Pink Panther Show,190,1969-1980,NBCABC,7.6,1969,1980,The Pink Panther Show
1189,Pinky and the Brain,65,1995-1998,Kids' WB,7.8,1995,1998,Pinky and the Brain
1190,"Pinky, Elmyra & the Brain",13,1998-1999,Kids' WB,5.8,1998,1999,"Pinky, Elmyra & the Brain"
1191,The Pirates of Dark Water,21,1991-1993,ABC,8.3,1991,1993,The Pirates of Dark Water
1192,Pixie and Dixie and Mr. Jinks,57,1958-1961,Syndication,6.8,1958,1961,Pixie and Dixie and Mr. Jinks
1193,Pixies,30,2007,BabyFirstTV,4.4,2007,NA,Pixies
1194,The Plastic Man Comedy/Adventure Show,112,1979-1981,ABC,6.4,1979,1981,The Plastic Man Comedy/Adventure Show
1195,Playboy's Dark Justice,20,2000-2001,Playboy TV,3.4,2000,2001,Playboy's Dark Justice
1196,Playdate with Winnie the Pooh,2,2023-present,Disney Junior,5.4,2023,NA,Playdate with Winnie the Pooh
1197,The Plucky Duck Show,13,1992,Fox Kids,6.5,1992,NA,The Plucky Duck Show
1198,The Pole,6,2021,Syfy,5.4,2021,NA,The Pole
1199,Pole Position,13,1984,CBS,6.6,1984,NA,Pole Position
1200,Poochini,26,2000-2002,Syndication,6.2,2000,2002,Poochini
1201,Popeye and Son,26,1987,CBS,5.6,1987,NA,Popeye and Son
1202,The Popeye Show,45,2001-2003,Cartoon Network,7.6,2001,2003,The Popeye Show
1203,Popeye the Sailor,220,1960-1963,Syndication,7.1,1960,1963,Popeye the Sailor
1204,Popples (1986),44,1986-1987,Syndication,6.2,1986,1987,Popples
1205,Popzilla,12,2009,MTV,2.6,2009,NA,Popzilla
1206,The Porky Pig Show,26,1964-1967,ABC,7.1,1964,1967,The Porky Pig Show
1207,Posse Impossible,13,1977,NBC,7,1977,NA,Posse Impossible
1208,Potato Head Kids,23,1986-1987,Syndication,6.3,1986,1987,Potato Head Kids
1209,Pound Puppies (1986),36,1986-1987,ABC,6.4,1986,1987,Pound Puppies
1210,The Power Team,27,1990-1991,Syndication,6.4,1990,1991,The Power Team
1211,Powerbirds,20,2020,Universal Kids,7.8,2020,NA,Powerbirds
1212,The Powerpuff Girls (1998),78,1998-2005,Cartoon Network,7.3,1998,2005,The Powerpuff Girls
1213,The Powerpuff Girls (2016),119,2016-2019,Cartoon Network,3.6,2016,2019,The Powerpuff Girls
1214,Praise Petey,10,2023,Freeform,6.1,2023,NA,Praise Petey
1215,Precious Pupp,26,1965-1967,NBC,6.3,1965,1967,Precious Pupp
1216,Pretzel and the Puppies,18,2022-present,Apple TV+,7.7,2022,NA,Pretzel and the Puppies
1217,Primal,20,2019-present,Adult Swim,4.9,2019,NA,Primal
1218,Princess Gwenevere and the Jewel Riders,26,1995-1996,Syndication,7.4,1995,1996,Princess Gwenevere and the Jewel Riders
1219,The Problem Solverz,26,2011-2013,Cartoon Network,2,2011,2013,The Problem Solverz
1220,Project G.e.e.K.e.R.,13,1996,CBS,7.8,1996,NA,Project G.e.e.K.e.R.
1221,ProStars,13,1991,NBC,5.7,1991,NA,ProStars
1222,The Proud Family,52,2001-2005,Disney Channel,6.5,2001,2005,The Proud Family
1223,The Proud Family: Louder and Prouder,20,2022-present,Disney+,3.1,2022,NA,The Proud Family: Louder and Prouder
1224,Punkin' Puss & Mushmouse,23,1964-1966,Syndication,6.9,1964,1966,Punkin' Puss & Mushmouse
1225,A Pup Named Scooby-Doo,27,1988-1991,ABC,6.7,1988,1991,A Pup Named Scooby-Doo
